Age,Gender,HCCI_category,HCCI_outpatient_service_type,RX_generic_brand_indicator,HCCI_subcategory,Year,spending_per_member,OOP_spending_per_member,adjusted_price,adjusted_OOP_price,adjusted_utilization_per_1000,case_mix_intensity_index,price,OOP_price,utilization_per_1000,annual_pct_change_spending_per_member,annual_pct_change_OOP_spending_per_member,annual_pct_change_adjusted_price,annual_pct_change_adjusted_utilization_per_1000,annual_pct_change_case_mix_intensity_index,annual_pct_change_price,annual_pct_change_utilization_per_1000,cumulative_pct_change_spending_per_member,cumulative_pct_change_OOP_spending_per_member,cumulative_pct_change_adjusted_price,cumulative_pct_change_adjusted_utilization_per_1000,cumulative_pct_change_case_mix_intensity_index,cumulative_pct_change_price,cumulative_pct_change_utilization_per_1000
19-25,Female,PH,NA,NA,Psychiatry,2016,61.066,23.016,98.97,37.303,617.016,1.012,100.151,37.748,609.737,0.173,0.174,0.023,0.147,0.002,0.025,0.144,0.274,0.263,0.038,0.227,0.012,0.051,0.213
19-25,Female,PH,NA,NA,Psychiatry,2017,70.057,26.151,99.763,37.24,702.232,1.019,101.706,37.965,688.813,0.147,0.136,0.008,0.138,0.007,0.016,0.13,0.462,0.435,0.047,0.397,0.019,0.067,0.37
19-25,Female,PH,NA,NA,Psychiatry,2018,80.931,30.299,99.2,37.139,815.833,1.031,102.323,38.308,790.938,0.155,0.159,-0.006,0.162,0.012,0.006,0.148,0.689,0.663,0.041,0.623,0.031,0.073,0.573
19-25,Female,PH,NA,NA,Radiology,2014,96.446,26.094,123.033,33.288,783.904,1,123.033,33.288,783.904,,,,,,,,0,0,0,0,0,0,0
19-25,Female,PH,NA,NA,Radiology,2015,98.185,27.985,125.689,35.824,781.173,0.992,124.679,35.536,787.499,0.018,0.072,0.022,-0.003,-0.008,0.013,0.005,0.018,0.072,0.022,-0.003,-0.008,0.013,0.005
19-25,Female,PH,NA,NA,Radiology,2016,98.203,29.231,127.554,37.968,769.894,0.987,125.875,37.468,780.166,0,0.045,0.015,-0.014,-0.005,0.01,-0.009,0.018,0.12,0.037,-0.018,-0.013,0.023,-0.005
19-25,Female,PH,NA,NA,Radiology,2017,100.104,29.955,129.754,38.827,771.493,0.988,128.251,38.377,780.534,0.019,0.025,0.017,0.002,0.002,0.019,0,0.038,0.148,0.055,-0.016,-0.012,0.042,-0.004
19-25,Female,PH,NA,NA,Radiology,2018,103.519,31.86,128.651,39.594,804.652,1,128.713,39.613,804.264,0.034,0.064,-0.008,0.043,0.012,0.004,0.03,0.073,0.221,0.046,0.026,0,0.046,0.026
19-25,Female,PH,NA,NA,Surgical,2014,204.54,38.719,475.774,90.063,429.911,1,475.774,90.063,429.911,,,,,,,,0,0,0,0,0,0,0
19-25,Female,PH,NA,NA,Surgical,2015,204.661,39.421,484.148,93.254,422.724,0.984,476.448,91.771,429.556,0.001,0.018,0.018,-0.017,-0.016,0.001,-0.001,0.001,0.018,0.018,-0.017,-0.016,0.001,-0.001
19-25,Female,PH,NA,NA,Surgical,2016,204.091,40.347,499.983,98.843,408.196,0.953,476.724,94.245,428.111,-0.003,0.024,0.033,-0.034,-0.031,0.001,-0.003,-0.002,0.042,0.051,-0.051,-0.047,0.002,-0.004
19-25,Female,PH,NA,NA,Surgical,2017,206.409,41.183,511.981,102.151,403.158,0.927,474.424,94.657,435.073,0.011,0.021,0.024,-0.012,-0.028,-0.005,0.016,0.009,0.064,0.076,-0.062,-0.073,-0.003,0.012
19-25,Female,PH,NA,NA,Surgical,2018,206.714,41.128,529.808,105.412,390.168,0.903,478.221,95.148,432.256,0.001,-0.001,0.035,-0.032,-0.026,0.008,-0.006,0.011,0.062,0.114,-0.092,-0.097,0.005,0.005
19-25,Female,RX,NA,All,All Prescription Drugs,2014,490.537,100.963,76.572,15.76,"6,406.18",1,76.572,15.76,"6,406.18",,,,,,,,0,0,0,0,0,0,0
19-25,Female,RX,NA,All,All Prescription Drugs,2015,528.159,97.794,81.578,15.105,"6,474.32",1,81.578,15.105,"6,474.32",0.077,-0.031,0.065,0.011,0,0.065,0.011,0.077,-0.031,0.065,0.011,0,0.065,0.011
19-25,Female,RX,NA,All,All Prescription Drugs,2016,571.562,96.821,85.981,14.565,"6,647.51",1,85.981,14.565,"6,647.51",0.082,-0.01,0.054,0.027,0,0.054,0.027,0.165,-0.041,0.123,0.038,0,0.123,0.038
19-25,Female,RX,NA,All,All Prescription Drugs,2017,595.438,95.536,85.166,13.665,"6,991.50",1,85.166,13.665,"6,991.50",0.042,-0.013,-0.009,0.052,0,-0.009,0.052,0.214,-0.054,0.112,0.091,0,0.112,0.091
19-25,Female,RX,NA,All,All Prescription Drugs,2018,636.215,97.931,87.844,13.522,"7,242.57",1,87.844,13.522,"7,242.57",0.068,0.025,0.031,0.036,0,0.031,0.036,0.297,-0.03,0.147,0.131,0,0.147,0.131
19-25,Female,RX,NA,All,Anti-Infectives,2014,48.919,13.492,124.879,34.443,391.729,1,124.879,34.443,391.729,,,,,,,,0,0,0,0,0,0,0
19-25,Female,RX,NA,All,Anti-Infectives,2015,49.07,13.797,128.502,36.131,381.865,1,128.502,36.131,381.865,0.003,0.023,0.029,-0.025,0,0.029,-0.025,0.003,0.023,0.029,-0.025,0,0.029,-0.025
19-25,Female,RX,NA,All,Anti-Infectives,2016,49.752,13.389,135.948,36.585,365.965,1,135.948,36.585,365.965,0.014,-0.03,0.058,-0.042,0,0.058,-0.042,0.017,-0.008,0.089,-0.066,0,0.089,-0.066
19-25,Female,RX,NA,All,Anti-Infectives,2017,44.92,12.291,123.227,33.716,364.528,1,123.227,33.716,364.528,-0.097,-0.082,-0.094,-0.004,0,-0.094,-0.004,-0.082,-0.089,-0.013,-0.069,0,-0.013,-0.069
19-25,Female,RX,NA,All,Anti-Infectives,2018,40.622,12.132,112.075,33.471,362.454,1,112.075,33.471,362.454,-0.096,-0.013,-0.09,-0.006,0,-0.09,-0.006,-0.17,-0.101,-0.103,-0.075,0,-0.103,-0.075
19-25,Female,RX,NA,All,Antihistamines,2014,1.193,0.426,48.548,17.328,24.574,1,48.548,17.328,24.574,,,,,,,,0,0,0,0,0,0,0
19-25,Female,RX,NA,All,Antihistamines,2015,0.754,0.377,31.92,15.979,23.61,1,31.92,15.979,23.61,-0.368,-0.114,-0.343,-0.039,0,-0.343,-0.039,-0.368,-0.114,-0.343,-0.039,0,-0.343,-0.039
19-25,Female,RX,NA,All,Antihistamines,2016,0.692,0.397,26.085,14.99,26.51,1,26.085,14.99,26.51,-0.082,0.053,-0.183,0.123,0,-0.183,0.123,-0.42,-0.067,-0.463,0.079,0,-0.463,0.079
19-25,Female,RX,NA,All,Antihistamines,2017,0.675,0.334,25.905,12.81,26.07,1,25.905,12.81,26.07,-0.023,-0.16,-0.007,-0.017,0,-0.007,-0.017,-0.434,-0.216,-0.466,0.061,0,-0.466,0.061
19-25,Female,RX,NA,All,Antihistamines,2018,0.616,0.286,26.456,12.306,23.279,1,26.456,12.306,23.279,-0.088,-0.142,0.021,-0.107,0,0.021,-0.107,-0.484,-0.327,-0.455,-0.053,0,-0.455,-0.053
19-25,Female,RX,NA,All,Autonomic,2014,10.284,3.507,81.444,27.778,126.266,1,81.444,27.778,126.266,,,,,,,,0,0,0,0,0,0,0
19-25,Female,RX,NA,All,Autonomic,2015,11.956,3.567,93.001,27.748,128.554,1,93.001,27.748,128.554,0.163,0.017,0.142,0.018,0,0.142,0.018,0.163,0.017,0.142,0.018,0,0.142,0.018
19-25,Female,RX,NA,All,Autonomic,2016,12.992,3.761,102.134,29.57,127.201,1,102.134,29.57,127.201,0.087,0.054,0.098,-0.011,0,0.098,-0.011,0.263,0.072,0.254,0.007,0,0.254,0.007
19-25,Female,RX,NA,All,Autonomic,2017,12.343,3.971,94.671,30.458,130.38,1,94.671,30.458,130.38,-0.05,0.056,-0.073,0.025,0,-0.073,0.025,0.2,0.132,0.162,0.033,0,0.162,0.033
19-25,Female,RX,NA,All,Autonomic,2018,11.992,3.955,92.675,30.562,129.404,1,92.675,30.562,129.404,-0.028,-0.004,-0.021,-0.007,0,-0.021,-0.007,0.166,0.128,0.138,0.025,0,0.138,0.025
19-25,Female,RX,NA,All,Bio Response Modifiers,2014,8.969,0.26,"5,285.04",153.212,1.697,1,"5,285.04",153.212,1.697,,,,,,,,0,0,0,0,0,0,0
19-25,Female,RX,NA,All,Bio Response Modifiers,2015,10.165,0.332,"5,657.50",184.989,1.797,1,"5,657.50",184.989,1.797,0.133,0.278,0.07,0.059,0,0.07,0.059,0.133,0.278,0.07,0.059,0,0.07,0.059
19-25,Female,RX,NA,All,Bio Response Modifiers,2016,11.202,0.326,"6,171.60",179.642,1.815,1,"6,171.60",179.642,1.815,0.102,-0.019,0.091,0.01,0,0.091,0.01,0.249,0.254,0.168,0.07,0,0.168,0.07
19-25,Female,RX,NA,All,Bio Response Modifiers,2017,12.01,0.308,"6,788.85",174.241,1.769,1,"6,788.85",174.241,1.769,0.072,-0.055,0.1,-0.025,0,0.1,-0.025,0.339,0.186,0.285,0.042,0,0.285,0.042
19-25,Female,RX,NA,All,Bio Response Modifiers,2018,11.528,0.292,"7,250.06",183.935,1.59,1,"7,250.06",183.935,1.59,-0.04,-0.051,0.068,-0.101,0,0.068,-0.101,0.285,0.125,0.372,-0.063,0,0.372,-0.063
19-25,Female,RX,NA,All,Blood,2014,2.951,0.296,289.943,29.087,10.178,1,289.943,29.087,10.178,,,,,,,,0,0,0,0,0,0,0
19-25,Female,RX,NA,All,Blood,2015,3.9,0.256,422.503,27.764,9.231,1,422.503,27.764,9.231,0.322,-0.134,0.457,-0.093,0,0.457,-0.093,0.322,-0.134,0.457,-0.093,0,0.457,-0.093
19-25,Female,RX,NA,All,Blood,2016,4.083,0.305,451.071,33.65,9.052,1,451.071,33.65,9.052,0.047,0.188,0.068,-0.019,0,0.068,-0.019,0.384,0.029,0.556,-0.111,0,0.556,-0.111
19-25,Female,RX,NA,All,Blood,2017,4.953,0.277,576.284,32.21,8.594,1,576.284,32.21,8.594,0.213,-0.091,0.278,-0.051,0,0.278,-0.051,0.678,-0.065,0.988,-0.156,0,0.988,-0.156
19-25,Female,RX,NA,All,Blood,2018,4.956,0.352,577.094,40.975,8.589,1,577.094,40.975,8.589,0.001,0.271,0.001,-0.001,0,0.001,-0.001,0.68,0.189,0.99,-0.156,0,0.99,-0.156
19-25,Female,RX,NA,All,Cardiovascular,2014,3.645,1.362,25.613,9.57,142.295,1,25.613,9.57,142.295,,,,,,,,0,0,0,0,0,0,0
19-25,Female,RX,NA,All,Cardiovascular,2015,3.37,1.366,22.015,8.925,153.057,1,22.015,8.925,153.057,-0.075,0.003,-0.14,0.076,0,-0.14,0.076,-0.075,0.003,-0.14,0.076,0,-0.14,0.076
19-25,Female,RX,NA,All,Cardiovascular,2016,3.8,1.563,22.038,9.067,172.44,1,22.038,9.067,172.44,0.128,0.145,0.001,0.127,0,0.001,0.127,0.043,0.148,-0.14,0.212,0,-0.14,0.212
19-25,Female,RX,NA,All,Cardiovascular,2017,4.222,1.686,21.198,8.464,199.193,1,21.198,8.464,199.193,0.111,0.078,-0.038,0.155,0,-0.038,0.155,0.159,0.238,-0.172,0.4,0,-0.172,0.4
19-25,Female,RX,NA,All,Cardiovascular,2018,4.718,1.929,20.327,8.308,232.126,1,20.327,8.308,232.126,0.117,0.144,-0.041,0.165,0,-0.041,0.165,0.295,0.416,-0.206,0.631,0,-0.206,0.631
19-25,Female,RX,NA,All,Central Nervous System,2014,124.266,29.264,78.57,18.503,"1,581.60",1,78.57,18.503,"1,581.60",,,,,,,,0,0,0,0,0,0,0
19-25,Female,RX,NA,All,Central Nervous System,2015,126.85,29.336,77.286,17.874,"1,641.31",1,77.286,17.874,"1,641.31",0.021,0.002,-0.016,0.038,0,-0.016,0.038,0.021,0.002,-0.016,0.038,0,-0.016,0.038
19-25,Female,RX,NA,All,Central Nervous System,2016,135.18,30.906,76.45,17.479,"1,768.23",1,76.45,17.479,"1,768.23",0.066,0.054,-0.011,0.077,0,-0.011,0.077,0.088,0.056,-0.027,0.118,0,-0.027,0.118
19-25,Female,RX,NA,All,Central Nervous System,2017,139.022,30.945,71.984,16.023,"1,931.30",1,71.984,16.023,"1,931.30",0.028,0.001,-0.058,0.092,0,-0.058,0.092,0.119,0.057,-0.084,0.221,0,-0.084,0.221
19-25,Female,RX,NA,All,Central Nervous System,2018,142.423,32.121,69.061,15.576,"2,062.27",1,69.061,15.576,"2,062.27",0.024,0.038,-0.041,0.068,0,-0.041,0.068,0.146,0.098,-0.121,0.304,0,-0.121,0.304
19-25,Female,RX,NA,All,Chemotherapy,2014,3.901,0.157,439.348,17.632,8.88,1,439.348,17.632,8.88,,,,,,,,0,0,0,0,0,0,0
19-25,Female,RX,NA,All,Chemotherapy,2015,4.192,0.182,485.832,21.109,8.629,1,485.832,21.109,8.629,0.075,0.163,0.106,-0.028,0,0.106,-0.028,0.075,0.163,0.106,-0.028,0,0.106,-0.028
19-25,Female,RX,NA,All,Chemotherapy,2016,4.993,0.185,589.135,21.874,8.475,1,589.135,21.874,8.475,0.191,0.018,0.213,-0.018,0,0.213,-0.018,0.28,0.184,0.341,-0.046,0,0.341,-0.046
19-25,Female,RX,NA,All,Chemotherapy,2017,4.952,0.17,613.388,21.022,8.073,1,613.388,21.022,8.073,-0.008,-0.085,0.041,-0.047,0,0.041,-0.047,0.269,0.084,0.396,-0.091,0,0.396,-0.091
19-25,Female,RX,NA,All,Chemotherapy,2018,6.625,0.154,831.815,19.276,7.965,1,831.815,19.276,7.965,0.338,-0.095,0.356,-0.013,0,0.356,-0.013,0.698,-0.019,0.893,-0.103,0,0.893,-0.103
19-25,Female,RX,NA,All,Devices,2014,1.395,0.338,67.066,16.255,20.799,1,67.066,16.255,20.799,,,,,,,,0,0,0,0,0,0,0
19-25,Female,RX,NA,All,Devices,2015,1.76,0.361,81.873,16.793,21.494,1,81.873,16.793,21.494,0.262,0.068,0.221,0.033,0,0.221,0.033,0.262,0.068,0.221,0.033,0,0.221,0.033
19-25,Female,RX,NA,All,Devices,2016,1.808,0.394,84.772,18.494,21.326,1,84.772,18.494,21.326,0.027,0.093,0.035,-0.008,0,0.035,-0.008,0.296,0.167,0.264,0.025,0,0.264,0.025
19-25,Female,RX,NA,All,Devices,2017,2.189,0.43,95.63,18.77,22.89,1,95.63,18.77,22.89,0.211,0.089,0.128,0.073,0,0.128,0.073,0.569,0.271,0.426,0.101,0,0.426,0.101
19-25,Female,RX,NA,All,Devices,2018,2.228,0.455,96.94,19.816,22.98,1,96.94,19.816,22.98,0.018,0.06,0.014,0.004,0,0.014,0.004,0.597,0.347,0.445,0.105,0,0.445,0.105
19-25,Female,RX,NA,All,Diagnostic,2014,4.584,0.546,199.932,23.819,22.929,1,199.932,23.819,22.929,,,,,,,,0,0,0,0,0,0,0
19-25,Female,RX,NA,All,Diagnostic,2015,4.181,0.529,182.457,23.1,22.917,1,182.457,23.1,22.917,-0.088,-0.031,-0.087,-0.001,0,-0.087,-0.001,-0.088,-0.031,-0.087,-0.001,0,-0.087,-0.001
19-25,Female,RX,NA,All,Diagnostic,2016,4.222,0.48,206.322,23.464,20.461,1,206.322,23.464,20.461,0.01,-0.093,0.131,-0.107,0,0.131,-0.107,-0.079,-0.121,0.032,-0.108,0,0.032,-0.108
19-25,Female,RX,NA,All,Diagnostic,2017,4.637,0.457,227.85,22.468,20.353,1,227.85,22.468,20.353,0.099,-0.047,0.104,-0.005,0,0.104,-0.005,0.012,-0.163,0.14,-0.112,0,0.14,-0.112
19-25,Female,RX,NA,All,Diagnostic,2018,3.712,0.443,202.384,24.175,18.344,1,202.384,24.175,18.344,-0.199,-0.03,-0.112,-0.099,0,-0.112,-0.099,-0.19,-0.188,0.012,-0.2,0,0.012,-0.2
19-25,Female,RX,NA,All,EENT,2014,9.322,3.563,61.337,23.447,151.977,1,61.337,23.447,151.977,,,,,,,,0,0,0,0,0,0,0
19-25,Female,RX,NA,All,EENT,2015,8.443,3.083,71.907,26.258,117.41,1,71.907,26.258,117.41,-0.094,-0.135,0.172,-0.227,0,0.172,-0.227,-0.094,-0.135,0.172,-0.227,0,0.172,-0.227
19-25,Female,RX,NA,All,EENT,2016,7.785,2.808,75.969,27.4,102.48,1,75.969,27.4,102.48,-0.078,-0.089,0.056,-0.127,0,0.056,-0.127,-0.165,-0.212,0.239,-0.326,0,0.239,-0.326
19-25,Female,RX,NA,All,EENT,2017,7.789,2.679,71.804,24.696,108.475,1,71.804,24.696,108.475,0,-0.046,-0.055,0.058,0,-0.055,0.058,-0.164,-0.248,0.171,-0.286,0,0.171,-0.286
19-25,Female,RX,NA,All,EENT,2018,7.338,2.637,67.642,24.309,108.486,1,67.642,24.309,108.486,-0.058,-0.016,-0.058,0,0,-0.058,0,-0.213,-0.26,0.103,-0.286,0,0.103,-0.286
19-25,Female,RX,NA,All,Enzymes,2014,0.474,0.003,"13,857.33",91.948,0.034,1,"13,857.33",91.948,0.034,,,,,,,,0,0,0,0,0,0,0
19-25,Female,RX,NA,All,Enzymes,2015,1.08,0.007,"15,478.30",103.536,0.07,1,"15,478.30",103.536,0.07,1.276,1.294,0.117,1.038,0,0.117,1.038,1.276,1.294,0.117,1.038,0,0.117,1.038
19-25,Female,RX,NA,All,Enzymes,2016,0.939,0.009,"22,517.29",216.841,0.042,1,"22,517.29",216.841,0.042,-0.131,0.252,0.455,-0.402,0,0.455,-0.402,0.979,1.872,0.625,0.218,0,0.625,0.218
19-25,Female,RX,NA,All,Enzymes,2017,1.733,0.005,"30,526.84",90.523,0.057,1,"30,526.84",90.523,0.057,0.846,-0.432,0.356,0.362,0,0.356,0.362,2.653,0.632,1.203,0.658,0,1.203,0.658
19-25,Female,RX,NA,All,Enzymes,2018,2.972,0.012,"32,103.80",131.139,0.093,1,"32,103.80",131.139,0.093,0.715,1.362,0.052,0.631,0,0.052,0.631,5.263,2.856,1.317,1.703,0,1.317,1.703
19-25,Female,RX,NA,All,Gastrointestinal,2014,16.183,3.34,117.431,24.234,137.808,1,117.431,24.234,137.808,,,,,,,,0,0,0,0,0,0,0
19-25,Female,RX,NA,All,Gastrointestinal,2015,17.517,3.266,126.85,23.649,138.092,1,126.85,23.649,138.092,0.082,-0.022,0.08,0.002,0,0.08,0.002,0.082,-0.022,0.08,0.002,0,0.08,0.002
19-25,Female,RX,NA,All,Gastrointestinal,2016,18.837,3.406,135.567,24.512,138.952,1,135.567,24.512,138.952,0.075,0.043,0.069,0.006,0,0.069,0.006,0.164,0.02,0.154,0.008,0,0.154,0.008
19-25,Female,RX,NA,All,Gastrointestinal,2017,19.884,3.448,136.677,23.698,145.485,1,136.677,23.698,145.485,0.056,0.012,0.008,0.047,0,0.008,0.047,0.229,0.032,0.164,0.056,0,0.164,0.056
19-25,Female,RX,NA,All,Gastrointestinal,2018,20.677,3.529,136.357,23.273,151.641,1,136.357,23.273,151.641,0.04,0.024,-0.002,0.042,0,-0.002,0.042,0.278,0.057,0.161,0.1,0,0.161,0.1
19-25,Female,RX,NA,All,Heavy Metal Antagonists,2014,0.883,0.015,"7,784.61",129.32,0.113,1,"7,784.61",129.32,0.113,,,,,,,,0,0,0,0,0,0,0
19-25,Female,RX,NA,All,Heavy Metal Antagonists,2015,3.937,0.027,"15,935.94",110.461,0.247,1,"15,935.94",110.461,0.247,3.458,0.86,1.047,1.178,0,1.047,1.178,3.458,0.86,1.047,1.178,0,1.047,1.178
19-25,Female,RX,NA,All,Heavy Metal Antagonists,2016,3.411,0.015,"16,763.07",74.878,0.203,1,"16,763.07",74.878,0.203,-0.134,-0.442,0.052,-0.176,0,0.052,-0.176,2.863,0.039,1.153,0.794,0,1.153,0.794
19-25,Female,RX,NA,All,Heavy Metal Antagonists,2017,2.434,0.024,"12,728.86",127.518,0.191,1,"12,728.86",127.518,0.191,-0.286,0.6,-0.241,-0.06,0,-0.241,-0.06,1.756,0.662,0.635,0.686,0,0.635,0.686
19-25,Female,RX,NA,All,Heavy Metal Antagonists,2018,1.779,0.019,"12,948.25",138.216,0.137,1,"12,948.25",138.216,0.137,-0.269,-0.221,0.017,-0.281,0,0.017,-0.281,1.015,0.295,0.663,0.211,0,0.663,0.211
19-25,Female,RX,NA,All,Hormones,2014,138.962,27.602,42.448,8.432,"3,273.67",1,42.448,8.432,"3,273.67",,,,,,,,0,0,0,0,0,0,0
19-25,Female,RX,NA,All,Hormones,2015,141.194,22.902,42.613,6.912,"3,313.36",1,42.613,6.912,"3,313.36",0.016,-0.17,0.004,0.012,0,0.004,0.012,0.016,-0.17,0.004,0.012,0,0.004,0.012
19-25,Female,RX,NA,All,Hormones,2016,148.98,19.741,43.942,5.823,"3,390.34",1,43.942,5.823,"3,390.34",0.055,-0.138,0.031,0.023,0,0.031,0.023,0.072,-0.285,0.035,0.036,0,0.035,0.036
19-25,Female,RX,NA,All,Hormones,2017,153.506,18.634,43.62,5.295,"3,519.17",1,43.62,5.295,"3,519.17",0.03,-0.056,-0.007,0.038,0,-0.007,0.038,0.105,-0.325,0.028,0.075,0,0.028,0.075
19-25,Female,RX,NA,All,Hormones,2018,159.787,18.713,44.463,5.207,"3,593.70",1,44.463,5.207,"3,593.70",0.041,0.004,0.019,0.021,0,0.019,0.021,0.15,-0.322,0.047,0.098,0,0.047,0.098
19-25,Female,RX,NA,All,Metabolic,2014,0.466,0.104,35.211,7.892,13.225,1,35.211,7.892,13.225,,,,,,,,0,0,0,0,0,0,0
19-25,Female,RX,NA,All,Metabolic,2015,0.889,0.096,71.11,7.643,12.497,1,71.11,7.643,12.497,0.908,-0.085,1.02,-0.055,0,1.02,-0.055,0.908,-0.085,1.02,-0.055,0,1.02,-0.055
19-25,Female,RX,NA,All,Metabolic,2016,1.339,0.097,109.844,7.936,12.189,1,109.844,7.936,12.189,0.507,0.013,0.545,-0.025,0,0.545,-0.025,1.875,-0.073,2.12,-0.078,0,2.12,-0.078
19-25,Female,RX,NA,All,Metabolic,2017,1.482,0.092,120.328,7.448,12.313,1,120.328,7.448,12.313,0.107,-0.052,0.095,0.01,0,0.095,0.01,2.182,-0.121,2.417,-0.069,0,2.417,-0.069
19-25,Female,RX,NA,All,Metabolic,2018,0.681,0.095,50.627,7.046,13.45,1,50.627,7.046,13.45,-0.54,0.033,-0.579,0.092,0,-0.579,0.092,0.462,-0.092,0.438,0.017,0,0.438,0.017
19-25,Female,RX,NA,All,Miscellaneous,2014,8.91,0.598,399.359,26.822,22.31,1,399.359,26.822,22.31,,,,,,,,0,0,0,0,0,0,0
19-25,Female,RX,NA,All,Miscellaneous,2015,10.965,0.572,478.951,24.969,22.893,1,478.951,24.969,22.893,0.231,-0.045,0.199,0.026,0,0.199,0.026,0.231,-0.045,0.199,0.026,0,0.199,0.026
19-25,Female,RX,NA,All,Miscellaneous,2016,12.158,0.533,588.859,25.834,20.646,1,588.859,25.834,20.646,0.109,-0.067,0.229,-0.098,0,0.229,-0.098,0.365,-0.109,0.475,-0.075,0,0.475,-0.075
19-25,Female,RX,NA,All,Miscellaneous,2017,11.754,0.561,567.248,27.097,20.721,1,567.248,27.097,20.721,-0.033,0.053,-0.037,0.004,0,-0.037,0.004,0.319,-0.062,0.42,-0.071,0,0.42,-0.071
19-25,Female,RX,NA,All,Miscellaneous,2018,15.516,0.667,675.391,29.033,22.973,1,675.391,29.033,22.973,0.32,0.188,0.191,0.109,0,0.191,0.109,0.741,0.115,0.691,0.03,0,0.691,0.03
19-25,Female,RX,NA,All,Respiratory,2014,17.538,3.124,142.603,25.404,122.985,1,142.603,25.404,122.985,,,,,,,,0,0,0,0,0,0,0
19-25,Female,RX,NA,All,Respiratory,2015,23.356,3.129,182.471,24.441,128.001,1,182.471,24.441,128.001,0.332,0.001,0.28,0.041,0,0.28,0.041,0.332,0.001,0.28,0.041,0,0.28,0.041
19-25,Female,RX,NA,All,Respiratory,2016,30.926,3.482,223.783,25.193,138.197,1,223.783,25.193,138.197,0.324,0.113,0.226,0.08,0,0.226,0.08,0.763,0.114,0.569,0.124,0,0.569,0.124
19-25,Female,RX,NA,All,Respiratory,2017,31.826,3.832,212.372,25.57,149.859,1,212.372,25.57,149.859,0.029,0.101,-0.051,0.084,0,-0.051,0.084,0.815,0.227,0.489,0.219,0,0.489,0.219
19-25,Female,RX,NA,All,Respiratory,2018,39.538,3.964,255.642,25.632,154.662,1,255.642,25.632,154.662,0.242,0.035,0.204,0.032,0,0.204,0.032,1.254,0.269,0.793,0.258,0,0.793,0.258
19-25,Female,RX,NA,All,Rheumatoid Arthritis,2014,28.949,1.332,"3,270.33",150.518,8.852,1,"3,270.33",150.518,8.852,,,,,,,,0,0,0,0,0,0,0
19-25,Female,RX,NA,All,Rheumatoid Arthritis,2015,38.669,1.726,"3,822.80",170.675,10.115,1,"3,822.80",170.675,10.115,0.336,0.296,0.169,0.143,0,0.169,0.143,0.336,0.296,0.169,0.143,0,0.169,0.143
19-25,Female,RX,NA,All,Rheumatoid Arthritis,2016,51.26,1.951,"4,622.16",175.958,11.09,1,"4,622.16",175.958,11.09,0.326,0.13,0.209,0.096,0,0.209,0.096,0.771,0.465,0.413,0.253,0,0.413,0.253
19-25,Female,RX,NA,All,Rheumatoid Arthritis,2017,62.972,2.451,"5,276.98",205.369,11.933,1,"5,276.98",205.369,11.933,0.228,0.256,0.142,0.076,0,0.142,0.076,1.175,0.839,0.614,0.348,0,0.614,0.348
19-25,Female,RX,NA,All,Rheumatoid Arthritis,2018,75.108,2.873,"5,810.54",222.233,12.926,1,"5,810.54",222.233,12.926,0.193,0.172,0.101,0.083,0,0.101,0.083,1.594,1.156,0.777,0.46,0,0.777,0.46
19-25,Female,RX,NA,All,Skin,2014,54.952,10.385,216.293,40.875,254.06,1,216.293,40.875,254.06,,,,,,,,0,0,0,0,0,0,0
19-25,Female,RX,NA,All,Skin,2015,62.076,11.685,245.949,46.297,252.392,1,245.949,46.297,252.392,0.13,0.125,0.137,-0.007,0,0.137,-0.007,0.13,0.125,0.137,-0.007,0,0.137,-0.007
19-25,Female,RX,NA,All,Skin,2016,62.985,11.895,263.69,49.797,238.862,1,263.69,49.797,238.862,0.015,0.018,0.072,-0.054,0,0.072,-0.054,0.146,0.145,0.219,-0.06,0,0.219,-0.06
19-25,Female,RX,NA,All,Skin,2017,68.081,11.849,289.845,50.446,234.886,1,289.845,50.446,234.886,0.081,-0.004,0.099,-0.017,0,0.099,-0.017,0.239,0.141,0.34,-0.075,0,0.34,-0.075
19-25,Female,RX,NA,All,Skin,2018,79.148,12.333,329.614,51.363,240.123,1,329.614,51.363,240.123,0.163,0.041,0.137,0.022,0,0.137,0.022,0.44,0.188,0.524,-0.055,0,0.524,-0.055
19-25,Female,RX,NA,All,Smooth Muscle Relaxants,2014,0.596,0.142,101.649,24.275,5.864,1,101.649,24.275,5.864,,,,,,,,0,0,0,0,0,0,0
19-25,Female,RX,NA,All,Smooth Muscle Relaxants,2015,0.569,0.133,100.609,23.519,5.659,1,100.609,23.519,5.659,-0.045,-0.065,-0.01,-0.035,0,-0.01,-0.035,-0.045,-0.065,-0.01,-0.035,0,-0.01,-0.035
19-25,Female,RX,NA,All,Smooth Muscle Relaxants,2016,0.578,0.131,103.34,23.379,5.592,1,103.34,23.379,5.592,0.015,-0.018,0.027,-0.012,0,0.027,-0.012,-0.03,-0.082,0.017,-0.046,0,0.017,-0.046
19-25,Female,RX,NA,All,Smooth Muscle Relaxants,2017,0.648,0.14,104.264,22.463,6.218,1,104.264,22.463,6.218,0.122,0.068,0.009,0.112,0,0.009,0.112,0.088,-0.019,0.026,0.06,0,0.026,0.06
