plan_type,HCCI_category,HCCI_outpatient_service_type,HCCI_subcategory,RX_generic_brand_indicator,Year,spending_per_member,OOP_spending_per_member,adjusted_price,adjusted_OOP_price,adjusted_utilization_per_1000,case_mix_intensity_index,price,OOP_price,utilization_per_1000,annual_pct_change_spending_per_member,annual_pct_change_OOP_spending_per_member,annual_pct_change_adjusted_price,annual_pct_change_adjusted_utilization_per_1000,annual_pct_change_case_mix_intensity_index,annual_pct_change_price,annual_pct_change_utilization_per_1000,cumulative_pct_change_spending_per_member,cumulative_pct_change_OOP_spending_per_member,cumulative_pct_change_adjusted_price,cumulative_pct_change_adjusted_utilization_per_1000,cumulative_pct_change_case_mix_intensity_index,cumulative_pct_change_price,cumulative_pct_change_utilization_per_1000
Non-CDHP,Professional,NA,Administration of Drugs,NA,2017,41.302,2.421,63.611,3.728,649.302,1.023,65.077,3.814,634.674,0.183,0.062,0.18,0.003,-0.001,0.178,0.004,0.302,0.133,0.247,0.044,0.023,0.276,0.02
Non-CDHP,Professional,NA,Administration of Drugs,NA,2018,45.786,2.435,67.355,3.582,679.778,1.01,68.041,3.619,672.922,0.109,0.006,0.059,0.047,-0.013,0.046,0.06,0.443,0.139,0.32,0.093,0.01,0.334,0.082
Non-CDHP,Professional,NA,All Professional Services,NA,2014,"1,763.02",307.311,102.054,17.789,"17,275.41",1,102.054,17.789,"17,275.41",,,,,,,,0,0,0,0,0,0,0
Non-CDHP,Professional,NA,All Professional Services,NA,2015,"1,827.81",317.384,104.912,18.217,"17,422.42",1.009,105.836,18.378,"17,270.18",0.037,0.033,0.028,0.009,0.009,0.037,0,0.037,0.033,0.028,0.009,0.009,0.037,0
Non-CDHP,Professional,NA,All Professional Services,NA,2016,"1,890.96",329.594,107.837,18.796,"17,535.31",1.03,111.112,19.367,"17,018.51",0.035,0.038,0.028,0.006,0.021,0.05,-0.015,0.073,0.073,0.057,0.015,0.03,0.089,-0.015
Non-CDHP,Professional,NA,All Professional Services,NA,2017,"1,978.09",335.679,111.946,18.997,"17,669.99",1.026,114.896,19.498,"17,216.26",0.046,0.018,0.038,0.008,-0.004,0.034,0.012,0.122,0.092,0.097,0.023,0.026,0.126,-0.003
Non-CDHP,Professional,NA,All Professional Services,NA,2018,"2,065.51",347.069,113.483,19.069,"18,201.05",1.028,116.699,19.609,"17,699.41",0.044,0.034,0.014,0.03,0.002,0.016,0.028,0.172,0.129,0.112,0.054,0.028,0.144,0.025
Non-CDHP,Professional,NA,Anesthesia,NA,2014,103.875,13.569,737.061,96.279,140.931,1,737.061,96.279,140.931,,,,,,,,0,0,0,0,0,0,0
Non-CDHP,Professional,NA,Anesthesia,NA,2015,106.776,13.822,752.984,97.469,141.804,0.996,749.619,97.034,142.441,0.028,0.019,0.022,0.006,-0.004,0.017,0.011,0.028,0.019,0.022,0.006,-0.004,0.017,0.011
Non-CDHP,Professional,NA,Anesthesia,NA,2016,109.537,13.952,760.671,96.892,144,0.992,754.768,96.14,145.127,0.026,0.009,0.01,0.015,-0.003,0.007,0.019,0.055,0.028,0.032,0.022,-0.008,0.024,0.03
Non-CDHP,Professional,NA,Anesthesia,NA,2017,111.602,14.382,766.741,98.806,145.554,0.934,715.824,92.244,155.907,0.019,0.031,0.008,0.011,-0.059,-0.052,0.074,0.074,0.06,0.04,0.033,-0.066,-0.029,0.106
Non-CDHP,Professional,NA,Anesthesia,NA,2018,110.065,14.659,754.254,100.458,145.926,0.935,704.932,93.888,156.136,-0.014,0.019,-0.016,0.003,0.001,-0.015,0.001,0.06,0.08,0.023,0.035,-0.065,-0.044,0.108
Non-CDHP,Professional,NA,ER,NA,2014,76.3,7.705,389.326,39.313,195.981,1,389.326,39.313,195.981,,,,,,,,0,0,0,0,0,0,0
Non-CDHP,Professional,NA,ER,NA,2015,83.391,8.782,410.064,43.185,203.361,1.004,411.814,43.369,202.497,0.093,0.14,0.053,0.038,0.004,0.058,0.033,0.093,0.14,0.053,0.038,0.004,0.058,0.033
Non-CDHP,Professional,NA,ER,NA,2016,87.739,10.022,418.66,47.823,209.571,1.018,426.219,48.686,205.855,0.052,0.141,0.021,0.031,0.014,0.035,0.017,0.15,0.301,0.075,0.069,0.018,0.095,0.05
Non-CDHP,Professional,NA,ER,NA,2017,90.474,10.403,421.306,48.443,214.748,1.028,433.23,49.814,208.837,0.031,0.038,0.006,0.025,0.01,0.016,0.014,0.186,0.35,0.082,0.096,0.028,0.113,0.066
Non-CDHP,Professional,NA,ER,NA,2018,88.183,10.687,399.557,48.423,220.702,1.045,417.478,50.594,211.228,-0.025,0.027,-0.052,0.028,0.016,-0.036,0.011,0.156,0.387,0.026,0.126,0.045,0.072,0.078
Non-CDHP,Professional,NA,Immunizations,NA,2014,32.456,0.431,65.256,0.867,497.368,1,65.256,0.867,497.368,,,,,,,,0,0,0,0,0,0,0
Non-CDHP,Professional,NA,Immunizations,NA,2015,34.535,0.414,67.335,0.808,512.886,1.064,71.626,0.859,482.166,0.064,-0.039,0.032,0.031,0.064,0.098,-0.031,0.064,-0.039,0.032,0.031,0.064,0.098,-0.031
Non-CDHP,Professional,NA,Immunizations,NA,2016,38.014,0.432,68.618,0.779,554.003,1.112,76.296,0.866,498.246,0.101,0.042,0.019,0.08,0.045,0.065,0.033,0.171,0.001,0.052,0.114,0.112,0.169,0.002
Non-CDHP,Professional,NA,Immunizations,NA,2017,38.257,0.404,71.128,0.751,537.86,1.099,78.155,0.825,489.499,0.006,-0.064,0.037,-0.029,-0.012,0.024,-0.018,0.179,-0.063,0.09,0.081,0.099,0.198,-0.016
Non-CDHP,Professional,NA,Immunizations,NA,2018,40.926,0.386,73.414,0.692,557.466,1.069,78.508,0.74,521.298,0.07,-0.045,0.032,0.036,-0.027,0.005,0.065,0.261,-0.105,0.125,0.121,0.069,0.203,0.048
Non-CDHP,Professional,NA,Lab,NA,2014,157.401,34.438,31.625,6.919,"4,977.07",1,31.625,6.919,"4,977.07",,,,,,,,0,0,0,0,0,0,0
Non-CDHP,Professional,NA,Lab,NA,2015,160.419,35.445,31.364,6.93,"5,114.68",1.04,32.631,7.21,"4,916.19",0.019,0.029,-0.008,0.028,0.04,0.032,-0.012,0.019,0.029,-0.008,0.028,0.04,0.032,-0.012
Non-CDHP,Professional,NA,Lab,NA,2016,146.535,32.651,29.745,6.628,"4,926.34",1.069,31.792,7.084,"4,609.21",-0.087,-0.079,-0.052,-0.037,0.027,-0.026,-0.062,-0.069,-0.052,-0.059,-0.01,0.069,0.005,-0.074
Non-CDHP,Professional,NA,Lab,NA,2017,147.848,32.377,29.374,6.432,"5,033.38",1.074,31.558,6.911,"4,684.91",0.009,-0.008,-0.012,0.022,0.005,-0.007,0.016,-0.061,-0.06,-0.071,0.011,0.074,-0.002,-0.059
Non-CDHP,Professional,NA,Lab,NA,2018,149.348,32.667,28.933,6.329,"5,161.92",1.103,31.915,6.981,"4,679.54",0.01,0.009,-0.015,0.026,0.027,0.011,-0.001,-0.051,-0.051,-0.085,0.037,0.103,0.009,-0.06
Non-CDHP,Professional,NA,Office Visits,NA,2014,362.516,93.906,104.898,27.173,"3,455.88",1,104.898,27.173,"3,455.88",,,,,,,,0,0,0,0,0,0,0
Non-CDHP,Professional,NA,Office Visits,NA,2015,376.463,96.025,108.124,27.579,"3,481.79",1.007,108.86,27.767,"3,458.24",0.038,0.023,0.031,0.007,0.007,0.038,0.001,0.038,0.023,0.031,0.007,0.007,0.038,0.001
Non-CDHP,Professional,NA,Office Visits,NA,2016,390.809,99.75,111.029,28.339,"3,519.89",1.014,112.578,28.734,"3,471.45",0.038,0.039,0.027,0.011,0.007,0.034,0.004,0.078,0.062,0.058,0.019,0.014,0.073,0.005
Non-CDHP,Professional,NA,Office Visits,NA,2017,405.282,101.011,113.498,28.288,"3,570.84",1.025,116.379,29.006,"3,482.44",0.037,0.013,0.022,0.014,0.011,0.034,0.003,0.118,0.076,0.082,0.033,0.025,0.109,0.008
Non-CDHP,Professional,NA,Office Visits,NA,2018,427.521,103.749,116.846,28.356,"3,658.84",1.032,120.593,29.265,"3,545.16",0.055,0.027,0.03,0.025,0.007,0.036,0.018,0.179,0.105,0.114,0.059,0.032,0.15,0.026
Non-CDHP,Professional,NA,Other Services,NA,2014,258.951,34.809,97.905,13.161,"2,644.92",1,97.905,13.161,"2,644.92",,,,,,,,0,0,0,0,0,0,0
Non-CDHP,Professional,NA,Other Services,NA,2015,265.21,36.329,98.014,13.426,"2,705.83",1,97.974,13.421,"2,706.94",0.024,0.044,0.001,0.023,0,0.001,0.023,0.024,0.044,0.001,0.023,0,0.001,0.023
Non-CDHP,Professional,NA,Other Services,NA,2016,282.665,41.141,101.518,14.776,"2,784.39",1.001,101.666,14.797,"2,780.32",0.066,0.132,0.036,0.029,0.002,0.038,0.027,0.092,0.182,0.037,0.053,0.001,0.038,0.051
Non-CDHP,Professional,NA,Other Services,NA,2017,302.55,42.117,103.495,14.407,"2,923.32",0.982,101.643,14.149,"2,976.61",0.07,0.024,0.019,0.05,-0.019,0,0.071,0.168,0.21,0.057,0.105,-0.018,0.038,0.125
Non-CDHP,Professional,NA,Other Services,NA,2018,299.349,42.91,98.58,14.131,"3,036.61",0.957,94.379,13.529,"3,171.77",-0.011,0.019,-0.047,0.039,-0.025,-0.071,0.066,0.156,0.233,0.007,0.148,-0.043,-0.036,0.199
Non-CDHP,Professional,NA,Physical Medicine,NA,2014,78.001,28.256,40.55,14.69,"1,923.54",1,40.55,14.69,"1,923.54",,,,,,,,0,0,0,0,0,0,0
Non-CDHP,Professional,NA,Physical Medicine,NA,2015,79.229,28.557,41.139,14.828,"1,925.88",1.007,41.409,14.926,"1,913.31",0.016,0.011,0.015,0.001,0.007,0.021,-0.005,0.016,0.011,0.015,0.001,0.007,0.021,-0.005
Non-CDHP,Professional,NA,Physical Medicine,NA,2016,80.139,28.731,43.342,15.539,"1,849.00",1.017,44.075,15.802,"1,818.24",0.011,0.006,0.054,-0.04,0.01,0.064,-0.05,0.027,0.017,0.069,-0.039,0.017,0.087,-0.055
Non-CDHP,Professional,NA,Physical Medicine,NA,2017,80.364,28.686,44.355,15.833,"1,811.85",1.025,45.466,16.229,"1,767.57",0.003,-0.002,0.023,-0.02,0.008,0.032,-0.028,0.03,0.015,0.094,-0.058,0.025,0.121,-0.081
Non-CDHP,Professional,NA,Physical Medicine,NA,2018,84.264,29.799,44.927,15.888,"1,875.57",1.036,46.564,16.467,"1,809.65",0.049,0.039,0.013,0.035,0.011,0.024,0.024,0.08,0.055,0.108,-0.025,0.036,0.148,-0.059
Non-CDHP,Professional,NA,Psychiatry,NA,2014,46.126,15.869,94.8,32.615,486.56,1,94.8,32.615,486.56,,,,,,,,0,0,0,0,0,0,0
Non-CDHP,Professional,NA,Psychiatry,NA,2015,49.55,16.449,97.047,32.217,510.579,1.01,97.975,32.525,505.742,0.074,0.037,0.024,0.049,0.01,0.033,0.039,0.074,0.037,0.024,0.049,0.01,0.033,0.039
Non-CDHP,Professional,NA,Psychiatry,NA,2016,54.152,17.587,99.309,32.252,545.291,1.013,100.638,32.684,538.086,0.093,0.069,0.023,0.068,0.004,0.027,0.064,0.174,0.108,0.048,0.121,0.013,0.062,0.106
Non-CDHP,Professional,NA,Psychiatry,NA,2017,58.89,18.378,100.746,31.44,584.543,1.018,102.57,32.009,574.149,0.087,0.045,0.014,0.072,0.005,0.019,0.067,0.277,0.158,0.063,0.201,0.018,0.082,0.18
Non-CDHP,Professional,NA,Psychiatry,NA,2018,67.742,19.942,103.802,30.558,652.605,1.026,106.465,31.342,636.284,0.15,0.085,0.03,0.116,0.007,0.038,0.108,0.469,0.257,0.095,0.341,0.026,0.123,0.308
Non-CDHP,Professional,NA,Radiology,NA,2014,152.611,26.142,121.975,20.894,"1,251.17",1,121.975,20.894,"1,251.17",,,,,,,,0,0,0,0,0,0,0
Non-CDHP,Professional,NA,Radiology,NA,2015,154.67,27.333,124.611,22.021,"1,241.22",0.997,124.24,21.955,"1,244.93",0.013,0.046,0.022,-0.008,-0.003,0.019,-0.005,0.013,0.046,0.022,-0.008,-0.003,0.019,-0.005
Non-CDHP,Professional,NA,Radiology,NA,2016,155.356,28.465,126.216,23.125,"1,230.88",0.993,125.372,22.971,"1,239.16",0.004,0.041,0.013,-0.008,-0.004,0.009,-0.005,0.018,0.089,0.035,-0.016,-0.007,0.028,-0.01
Non-CDHP,Professional,NA,Radiology,NA,2017,161.725,29.054,141.253,25.376,"1,144.93",0.978,138.186,24.825,"1,170.35",0.041,0.021,0.119,-0.07,-0.015,0.102,-0.056,0.06,0.111,0.158,-0.085,-0.022,0.133,-0.065
Non-CDHP,Professional,NA,Radiology,NA,2018,167.549,30.707,138.781,25.434,"1,207.30",0.982,136.217,24.964,"1,230.02",0.036,0.057,-0.018,0.054,0.003,-0.014,0.051,0.098,0.175,0.138,-0.035,-0.018,0.117,-0.017
Non-CDHP,Professional,NA,Surgical,NA,2014,282.798,43.957,409.595,63.666,690.433,1,409.595,63.666,690.433,,,,,,,,0,0,0,0,0,0,0
Non-CDHP,Professional,NA,Surgical,NA,2015,283.098,45.526,415.775,66.862,680.892,0.995,413.82,66.547,684.108,0.001,0.036,0.015,-0.014,-0.005,0.01,-0.009,0.001,0.036,0.015,-0.014,-0.005,0.01,-0.009
Non-CDHP,Professional,NA,Surgical,NA,2016,286.439,47.328,421.68,69.674,679.279,0.994,419.071,69.242,683.509,0.012,0.04,0.014,-0.002,-0.001,0.013,-0.001,0.013,0.077,0.03,-0.016,-0.006,0.023,-0.01
Non-CDHP,Professional,NA,Surgical,NA,2017,288.764,48.157,431.144,71.902,669.762,0.985,424.681,70.824,679.954,0.008,0.018,0.022,-0.014,-0.009,0.013,-0.005,0.021,0.096,0.053,-0.03,-0.015,0.037,-0.015
Non-CDHP,Professional,NA,Surgical,NA,2018,293.989,49.644,438.655,74.073,670.205,0.983,431.188,72.812,681.811,0.018,0.031,0.017,0.001,-0.002,0.015,0.003,0.04,0.129,0.071,-0.029,-0.017,0.053,-0.012
Non-CDHP,Prescription Drugs,NA,All Prescription Drugs,All,2014,940.592,153.837,95.383,15.6,"9,861.23",,95.383,15.6,"9,861.23",,,,,,,,0,0,0,0,,0,0
Non-CDHP,Prescription Drugs,NA,All Prescription Drugs,All,2015,"1,027.71",145.965,104.283,14.811,"9,855.00",,104.283,14.811,"9,855.00",0.093,-0.051,0.093,-0.001,,0.093,-0.001,0.093,-0.051,0.093,-0.001,,0.093,-0.001
Non-CDHP,Prescription Drugs,NA,All Prescription Drugs,All,2016,"1,089.77",145.08,109.767,14.613,"9,928.10",,109.767,14.613,"9,928.10",0.06,-0.006,0.053,0.007,,0.053,0.007,0.159,-0.057,0.151,0.007,,0.151,0.007
Non-CDHP,Prescription Drugs,NA,All Prescription Drugs,All,2017,"1,141.34",142.988,110.501,13.844,"10,328.78",,110.501,13.844,"10,328.78",0.047,-0.014,0.007,0.04,,0.007,0.04,0.213,-0.071,0.158,0.047,,0.158,0.047
Non-CDHP,Prescription Drugs,NA,All Prescription Drugs,All,2018,"1,196.71",142.617,114.592,13.656,"10,443.26",,114.592,13.656,"10,443.26",0.049,-0.003,0.037,0.011,,0.037,0.011,0.272,-0.073,0.201,0.059,,0.201,0.059
Non-CDHP,Prescription Drugs,NA,All Prescription Drugs,Brand,2014,672.385,69.623,389.46,40.327,"1,726.45",,389.46,40.327,"1,726.45",,,,,,,,0,0,0,0,,0,0
Non-CDHP,Prescription Drugs,NA,All Prescription Drugs,Brand,2015,757.809,63.818,478.696,40.313,"1,583.07",,478.696,40.313,"1,583.07",0.127,-0.083,0.229,-0.083,,0.229,-0.083,0.127,-0.083,0.229,-0.083,,0.229,-0.083
Non-CDHP,Prescription Drugs,NA,All Prescription Drugs,Brand,2016,813.473,61.862,549.059,41.754,"1,481.58",,549.059,41.754,"1,481.58",0.073,-0.031,0.147,-0.064,,0.147,-0.064,0.21,-0.111,0.41,-0.142,,0.41,-0.142
Non-CDHP,Prescription Drugs,NA,All Prescription Drugs,Brand,2017,865.271,60.469,642.253,44.884,"1,347.24",,642.253,44.884,"1,347.24",0.064,-0.023,0.17,-0.091,,0.17,-0.091,0.287,-0.131,0.649,-0.22,,0.649,-0.22
Non-CDHP,Prescription Drugs,NA,All Prescription Drugs,Brand,2018,934.296,60.399,712.723,46.075,"1,310.88",,712.723,46.075,"1,310.88",0.08,-0.001,0.11,-0.027,,0.11,-0.027,0.39,-0.132,0.83,-0.241,,0.83,-0.241
Non-CDHP,Prescription Drugs,NA,All Prescription Drugs,Generic,2014,240.854,80.782,30.363,10.184,"7,932.35",,30.363,10.184,"7,932.35",,,,,,,,0,0,0,0,,0,0
Non-CDHP,Prescription Drugs,NA,All Prescription Drugs,Generic,2015,247.917,79.163,30.718,9.809,"8,070.67",,30.718,9.809,"8,070.67",0.029,-0.02,0.012,0.017,,0.012,0.017,0.029,-0.02,0.012,0.017,,0.012,0.017
Non-CDHP,Prescription Drugs,NA,All Prescription Drugs,Generic,2016,262.957,80.768,31.835,9.778,"8,259.95",,31.835,9.778,"8,259.95",0.061,0.02,0.036,0.023,,0.036,0.023,0.092,0,0.048,0.041,,0.048,0.041
Non-CDHP,Prescription Drugs,NA,All Prescription Drugs,Generic,2017,262.702,80.189,29.891,9.124,"8,788.71",,29.891,9.124,"8,788.71",-0.001,-0.007,-0.061,0.064,,-0.061,0.064,0.091,-0.007,-0.016,0.108,,-0.016,0.108
Non-CDHP,Prescription Drugs,NA,All Prescription Drugs,Generic,2018,250.86,79.943,27.967,8.912,"8,969.86",,27.967,8.912,"8,969.86",-0.045,-0.003,-0.064,0.021,,-0.064,0.021,0.042,-0.01,-0.079,0.131,,-0.079,0.131
Non-CDHP,Prescription Drugs,NA,All Prescription Drugs,Unknown,2014,27.353,3.432,135.13,16.956,202.419,,135.13,16.956,202.419,,,,,,,,0,0,0,0,,0,0
Non-CDHP,Prescription Drugs,NA,All Prescription Drugs,Unknown,2015,21.984,2.983,109.226,14.82,201.267,,109.226,14.82,201.267,-0.196,-0.131,-0.192,-0.006,,-0.192,-0.006,-0.196,-0.131,-0.192,-0.006,,-0.192,-0.006
Non-CDHP,Prescription Drugs,NA,All Prescription Drugs,Unknown,2016,13.344,2.451,71.521,13.136,186.569,,71.521,13.136,186.569,-0.393,-0.178,-0.345,-0.073,,-0.345,-0.073,-0.512,-0.286,-0.471,-0.078,,-0.471,-0.078
Non-CDHP,Prescription Drugs,NA,All Prescription Drugs,Unknown,2017,13.367,2.329,69.322,12.081,192.83,,69.322,12.081,192.83,0.002,-0.049,-0.031,0.034,,-0.031,0.034,-0.511,-0.321,-0.487,-0.047,,-0.487,-0.047
Non-CDHP,Prescription Drugs,NA,All Prescription Drugs,Unknown,2018,11.553,2.275,71.089,13.999,162.52,,71.089,13.999,162.52,-0.136,-0.023,0.025,-0.157,,0.025,-0.157,-0.578,-0.337,-0.474,-0.197,,-0.474,-0.197
Non-CDHP,Prescription Drugs,NA,Anti-Infectives,All,2014,114.388,13.638,270.706,32.276,422.553,,270.706,32.276,422.553,,,,,,,,0,0,0,0,,0,0
Non-CDHP,Prescription Drugs,NA,Anti-Infectives,All,2015,139.022,13.751,331.064,32.746,419.924,,331.064,32.746,419.924,0.215,0.008,0.223,-0.006,,0.223,-0.006,0.215,0.008,0.223,-0.006,,0.223,-0.006
Non-CDHP,Prescription Drugs,NA,Anti-Infectives,All,2016,127.974,13.191,312.274,32.188,409.813,,312.274,32.188,409.813,-0.079,-0.041,-0.057,-0.024,,-0.057,-0.024,0.119,-0.033,0.154,-0.03,,0.154,-0.03
Non-CDHP,Prescription Drugs,NA,Anti-Infectives,All,2017,125.721,13.005,301.569,31.196,416.888,,301.569,31.196,416.888,-0.018,-0.014,-0.034,0.017,,-0.034,0.017,0.099,-0.046,0.114,-0.013,,0.114,-0.013
Non-CDHP,Prescription Drugs,NA,Anti-Infectives,All,2018,125.766,13.201,303.328,31.838,414.62,,303.328,31.838,414.62,0,0.015,0.006,-0.005,,0.006,-0.005,0.099,-0.032,0.121,-0.019,,0.121,-0.019
Non-CDHP,Prescription Drugs,NA,Anti-Infectives,Brand,2014,90.167,4.301,"1,747.26",83.353,51.605,,"1,747.26",83.353,51.605,,,,,,,,0,0,0,0,,0,0
Non-CDHP,Prescription Drugs,NA,Anti-Infectives,Brand,2015,113.569,4.261,"2,353.94",88.309,48.247,,"2,353.94",88.309,48.247,0.26,-0.009,0.347,-0.065,,0.347,-0.065,0.26,-0.009,0.347,-0.065,,0.347,-0.065
Non-CDHP,Prescription Drugs,NA,Anti-Infectives,Brand,2016,102.682,3.806,"2,277.57",84.427,45.084,,"2,277.57",84.427,45.084,-0.096,-0.107,-0.032,-0.066,,-0.032,-0.066,0.139,-0.115,0.304,-0.126,,0.304,-0.126
Non-CDHP,Prescription Drugs,NA,Anti-Infectives,Brand,2017,98.76,3.552,"2,306.15",82.95,42.825,,"2,306.15",82.95,42.825,-0.038,-0.067,0.013,-0.05,,0.013,-0.05,0.095,-0.174,0.32,-0.17,,0.32,-0.17
Non-CDHP,Prescription Drugs,NA,Anti-Infectives,Brand,2018,97.303,3.513,"2,392.75",86.393,40.666,,"2,392.75",86.393,40.666,-0.015,-0.011,0.038,-0.05,,0.038,-0.05,0.079,-0.183,0.369,-0.212,,0.369,-0.212
Non-CDHP,Prescription Drugs,NA,Anti-Infectives,Generic,2014,23.782,9.311,64.181,25.128,370.542,,64.181,25.128,370.542,,,,,,,,0,0,0,0,,0,0
Non-CDHP,Prescription Drugs,NA,Anti-Infectives,Generic,2015,25.223,9.479,67.902,25.517,371.458,,67.902,25.517,371.458,0.061,0.018,0.058,0.002,,0.058,0.002,0.061,0.018,0.058,0.002,,0.058,0.002
Non-CDHP,Prescription Drugs,NA,Anti-Infectives,Generic,2016,25.275,9.382,69.312,25.729,364.65,,69.312,25.729,364.65,0.002,-0.01,0.021,-0.018,,0.021,-0.018,0.063,0.008,0.08,-0.016,,0.08,-0.016
Non-CDHP,Prescription Drugs,NA,Anti-Infectives,Generic,2017,26.954,9.451,72.069,25.27,374.003,,72.069,25.27,374.003,0.066,0.007,0.04,0.026,,0.04,0.026,0.133,0.015,0.123,0.009,,0.123,0.009
Non-CDHP,Prescription Drugs,NA,Anti-Infectives,Generic,2018,28.459,9.686,76.11,25.905,373.916,,76.11,25.905,373.916,0.056,0.025,0.056,0,,0.056,0,0.197,0.04,0.186,0.009,,0.186,0.009
Non-CDHP,Prescription Drugs,NA,Anti-Infectives,Unknown,2014,0.439,0.026,"1,079.61",63.139,0.406,,"1,079.61",63.139,0.406,,,,,,,,0,0,0,0,,0,0
Non-CDHP,Prescription Drugs,NA,Anti-Infectives,Unknown,2015,0.23,0.012,"1,045.76",53.656,0.22,,"1,045.76",53.656,0.22,-0.477,-0.541,-0.031,-0.46,,-0.031,-0.46,-0.477,-0.541,-0.031,-0.46,,-0.031,-0.46
Non-CDHP,Prescription Drugs,NA,Anti-Infectives,Unknown,2016,0.018,0.003,221.339,36.384,0.079,,221.339,36.384,0.079,-0.924,-0.756,-0.788,-0.64,,-0.788,-0.64,-0.96,-0.888,-0.795,-0.805,,-0.795,-0.805
Non-CDHP,Prescription Drugs,NA,Anti-Infectives,Unknown,2017,0.007,0.002,110.635,31.655,0.061,,110.635,31.655,0.061,-0.616,-0.331,-0.5,-0.232,,-0.5,-0.232,-0.985,-0.925,-0.898,-0.85,,-0.898,-0.85
Non-CDHP,Prescription Drugs,NA,Anti-Infectives,Unknown,2018,0.004,0.001,109.208,30.13,0.038,,109.208,30.13,0.038,-0.377,-0.399,-0.013,-0.369,,-0.013,-0.369,-0.99,-0.955,-0.899,-0.906,,-0.899,-0.906
Non-CDHP,Prescription Drugs,NA,Antihistamines,All,2014,1.425,0.492,40.908,14.129,34.823,,40.908,14.129,34.823,,,,,,,,0,0,0,0,,0,0
Non-CDHP,Prescription Drugs,NA,Antihistamines,All,2015,1.03,0.448,29.587,12.878,34.827,,29.587,12.878,34.827,-0.277,-0.088,-0.277,0,,-0.277,0,-0.277,-0.088,-0.277,0,,-0.277,0
Non-CDHP,Prescription Drugs,NA,Antihistamines,All,2016,0.897,0.467,23.221,12.099,38.633,,23.221,12.099,38.633,-0.129,0.042,-0.215,0.109,,-0.215,0.109,-0.37,-0.05,-0.432,0.109,,-0.432,0.109
Non-CDHP,Prescription Drugs,NA,Antihistamines,All,2017,0.841,0.402,22.16,10.605,37.945,,22.16,10.605,37.945,-0.063,-0.139,-0.046,-0.018,,-0.046,-0.018,-0.41,-0.182,-0.458,0.09,,-0.458,0.09
Non-CDHP,Prescription Drugs,NA,Antihistamines,All,2018,0.767,0.352,21.72,9.948,35.333,,21.72,9.948,35.333,-0.087,-0.126,-0.02,-0.069,,-0.02,-0.069,-0.461,-0.286,-0.469,0.015,,-0.469,0.015
Non-CDHP,Prescription Drugs,NA,Antihistamines,Brand,2014,0.143,0.051,104.377,36.796,1.374,,104.377,36.796,1.374,,,,,,,,0,0,0,0,,0,0
Non-CDHP,Prescription Drugs,NA,Antihistamines,Brand,2015,0.115,0.04,106.277,36.739,1.079,,106.277,36.739,1.079,-0.2,-0.216,0.018,-0.215,,0.018,-0.215,-0.2,-0.216,0.018,-0.215,,0.018,-0.215
Non-CDHP,Prescription Drugs,NA,Antihistamines,Brand,2016,0.12,0.038,106.347,34.119,1.128,,106.347,34.119,1.128,0.046,-0.029,0.001,0.046,,0.001,0.046,-0.163,-0.238,0.019,-0.179,,0.019,-0.179
Non-CDHP,Prescription Drugs,NA,Antihistamines,Brand,2017,0.105,0.032,95.266,29.307,1.1,,95.266,29.307,1.1,-0.126,-0.162,-0.104,-0.025,,-0.104,-0.025,-0.269,-0.362,-0.087,-0.199,,-0.087,-0.199
Non-CDHP,Prescription Drugs,NA,Antihistamines,Brand,2018,0.087,0.028,76.082,24.237,1.137,,76.082,24.237,1.137,-0.175,-0.146,-0.201,0.033,,-0.201,0.033,-0.397,-0.455,-0.271,-0.172,,-0.271,-0.172
Non-CDHP,Prescription Drugs,NA,Antihistamines,Generic,2014,0.883,0.432,26.518,12.958,33.317,,26.518,12.958,33.317,,,,,,,,0,0,0,0,,0,0
Non-CDHP,Prescription Drugs,NA,Antihistamines,Generic,2015,0.794,0.404,23.563,12.008,33.679,,23.563,12.008,33.679,-0.102,-0.063,-0.111,0.011,,-0.111,0.011,-0.102,-0.063,-0.111,0.011,,-0.111,0.011
Non-CDHP,Prescription Drugs,NA,Antihistamines,Generic,2016,0.775,0.428,20.674,11.415,37.491,,20.674,11.415,37.491,-0.023,0.058,-0.123,0.113,,-0.123,0.113,-0.123,-0.009,-0.22,0.125,,-0.22,0.125
Non-CDHP,Prescription Drugs,NA,Antihistamines,Generic,2017,0.735,0.37,19.966,10.042,36.836,,19.966,10.042,36.836,-0.051,-0.136,-0.034,-0.017,,-0.034,-0.017,-0.168,-0.143,-0.247,0.106,,-0.247,0.106
Non-CDHP,Prescription Drugs,NA,Antihistamines,Generic,2018,0.68,0.324,19.896,9.472,34.187,,19.896,9.472,34.187,-0.075,-0.125,-0.004,-0.072,,-0.004,-0.072,-0.23,-0.25,-0.25,0.026,,-0.25,0.026
Non-CDHP,Prescription Drugs,NA,Antihistamines,Unknown,2014,0.398,0.01,"2,991.85",73.451,0.133,,"2,991.85",73.451,0.133,,,,,,,,0,0,0,0,,0,0
Non-CDHP,Prescription Drugs,NA,Antihistamines,Unknown,2015,0.122,0.004,"1,775.28",64.185,0.069,,"1,775.28",64.185,0.069,-0.693,-0.548,-0.407,-0.482,,-0.407,-0.482,-0.693,-0.548,-0.407,-0.482,,-0.407,-0.482
